,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0,0.0,1.6256700554759562e-07,3.86849263201223e-06,1.3045500445177428e-06,3.813300130128787e-05,0.0002749590093829704,0.0017460900595852864,0.0005160857318971291,0.0013380000456592234,0.008601428864952151,0.0006371428788853444,0.0015445887972978048,0.033466090608119115,0.041585083004171665,0.022631337689345124,0.08109562672015339,0.044791189176828894,0.0110937929849731,0.018489654974955166,0.1070453709076352,0.016218995592065938,0.16991328715497647,0.13199875200469247,0.05128536155593971,0.152635004630773,0.024421600740923675,0.0062619489079291475,0.02504779563171659,0.03379464489993508,0.002284965848541926,0.005179255923361698,0.002948343030376679,0.0014741715151883393,0.0003722655341384695,0.000744531068276939,0.00032534130714622543,0.0001251312719793175,2.2546175131408555e-05,1.977734660649873e-05,2.028445805794742e-05,6.085337417384226e-06,0.0167910457857074
1,0.0,0.0,3.806436446917723e-07,1.9254347785965137e-07,7.504258624273591e-06,6.763706786351856e-05,0.0005154240791935283,0.00017773244110121664,0.0005266146402999012,0.0038085523093117856,0.0003134610954166078,0.0008358962544442875,0.019757547832319526,0.026596699005045518,0.015587808940686015,0.05984605218299095,0.03525813927059932,0.009278457702789294,0.016373748887275223,0.10006179875557082,0.015958819578240965,0.17554701536065057,0.1428694324147286,0.058032071193603485,0.1802238235826195,0.030037303930436597,0.008009947714783092,0.033272090507560526,0.04655354227395301,0.0032600519799686973,0.007644259815099014,0.004496623420646479,0.002320837894527216,0.0006043848683664624,0.0012453991226945285,0.000560214138236293,0.00022162317556600604,4.1041328808519646e-05,3.6974170097765444e-05,3.892017905027941e-05,1.197543970777828e-05,0.017064789550968986
2,0.0,0.0,0.0,1.899382636090235e-08,1.110408310329676e-06,1.3344380571505754e-05,0.00012711253026142342,5.259828838403727e-05,0.00018182124379667207,0.0015028082395439225,0.00013914891106888168,0.0004122930698337235,0.01071961981567681,0.0157420990300149,0.00999498351112057,0.041325412594056206,0.026085808614188303,0.007322332242579173,0.013729372954835947,0.08883711911952671,0.014955743959516285,0.17317177216282015,0.147983150757319,0.06297155351375278,0.2044530958238726,0.03555706014328219,0.009876961150911722,0.042668472171938636,0.0619969253780305,0.004502318473350073,0.010934202006707316,0.006653672620714392,0.003548625397714342,0.000953931558525361,0.002027104561866392,0.0009394780500628555,0.00038259287106632124,7.287483258406118e-05,6.74766968370937e-05,7.294778036442562e-05,2.303614116771335e-05,0.01729885209359422
3,0.0,0.0,0.0,0.0,1.104507650187856e-07,1.9910203694175828e-06,2.528741199114302e-05,1.3079695857487767e-05,5.4256516149578885e-05,0.0005231878342995107,5.536379198936622e-05,0.00018454597329788737,0.005331328117494524,0.008612145420568077,0.005965122369224642,0.026718777278818717,0.018163032855010933,0.0054625662721837385,0.010925132544367477,0.07511028624252641,0.01338864282397975,0.1636389678486414,0.1471967749069119,0.06576877176691807,0.22370330532965335,0.040673328241755145,0.011789370504856563,0.05305216727185454,0.08016771943302464,0.0060458310281315715,0.015226537404183218,0.00959655718751043,0.005294652241385065,0.0014707367337180738,0.003226132190091259,0.0015419014143818518,0.0006469516423979796,0.00012685326321529013,0.00012081263163360964,0.0001342362573706774,4.353608347157104e-05,0.017391268517356017
4,0.0,0.0,0.0,0.0,0.0,2.0059892589234108e-07,3.821629172109564e-06,2.635606325592802e-06,1.366610687344416e-05,0.00015813637953556814,1.9523009819205944e-05,7.437337073983219e-05,0.0024171345490445455,0.004338446626490209,0.0033054831439925407,0.016151792635418098,0.011894731010579222,0.003852544456867763,0.008255452407573778,0.06053998432220772,0.011465906121630247,0.14838231451521494,0.14088825822656775,0.06626323455224911,0.2366544091151754,0.045077030307652456,0.013659706153834076,0.06414122889626435,0.10096304548486058,0.007918670234106712,0.020710368304586783,0.013536188434370447,0.007734964819640254,0.00222269104012651,0.005038099690953422,0.0024855899803565276,0.0010754956645773438,0.00021727185142976637,0.0002130116190487906,0.00024344185034147492,8.114728344715832e-05,0.017261493158069095
5,0.0,0.0,0.0,0.0,0.0,0.0,3.911987546139404e-07,4.046883668420072e-07,2.797845499154618e-06,4.046883668420072e-05,5.995383212474181e-06,2.664614761099636e-05,0.0009897140541227222,0.001998461070824727,0.0016918188959362767,0.009093526565657489,0.007305581596088469,0.0025633619635398136,0.0059154506850918765,0.046478541097150466,0.0093896042620506,0.1291070586031957,0.12979747068128766,0.06443846062191587,0.24224985196208978,0.04844997039241795,0.015380942981719986,0.07550644736480719,0.12402025171031132,0.010132373505744391,0.02756005593562474,0.018705920318297337,0.011084989818250273,0.003299104112574485,0.0077358303329332755,0.003943756640318925,0.0017614793926982797,0.00036697487347880827,0.00037068169038263456,0.0004360961063325113,0.00014951866502828956,0.016862790340973075
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.215280666663562e-08,4.371402172836287e-07,8.430561333327126e-06,1.5612150617272454e-06,8.326480329211975e-06,0.00036081414759918563,0.0008326480329211977,0.0007929981265916167,0.004735961033811045,0.004185267890344644,0.0016020164173568014,0.0040050410433920035,0.03388880882870157,0.007335240006212462,0.1075835200911161,0.11491876009732857,0.06040785887469084,0.2397137256932177,0.05046604751436162,0.016822015838120537,0.0865132243103342,0.14855806194703852,0.012664796414922293,0.03588358984227984,0.02532959282984459,0.015587441741442824,0.004810938809087292,0.011683708536354847,0.006161793548584708,0.0028439047147314042,0.0006115924117701945,0.0006370754289272859,0.0007722126411239828,0.0002725456380437587,0.01618913572578068
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.633531298654176e-08,1.3404144113963868e-06,3.3096652133244115e-07,2.2064434755496075e-06,0.00011473506072857961,0.00030890208657694505,0.0003362199581789879,0.0022589778440150745,0.0022181177796530447,0.0009339443282749662,0.0025471208952953625,0.023348608206874157,0.005442566015588381,0.08552603738781743,0.09744784866005864,0.054425660155883814,0.22867924435245296,0.05081760985610066,0.017830740300386203,0.09628599762208546,0.1732129057751802,0.01543787038994476,0.04564239941374972,0.03356058780422774,0.021478776194705753,0.006884223139328767,0.01733804346201319,0.009470359874208885,0.004521657234370291,0.0010048127187489533,0.0010804437836010254,0.0013505547295012816,0.0004911108107277386,0.01527328046938506
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.444134775322884e-07,5.34864731601068e-08,4.754353169787271e-07,3.0903295603617266e-05,9.98414165655327e-05,0.00012678275119432724,0.0009735104109564414,0.0010753894074518827,0.0005031061555330445,0.0015093184665991336,0.01509318466599134,0.003811410269189732,0.06450078917090314,0.07874122314369995,0.04690966485156593,0.20941814665877645,0.04927485803735916,0.01824994742124414,0.10373654323654562,0.19594680389125282,0.018295686637838735,0.056550304153319714,0.043388980168787505,0.02892598677919167,0.009641995593063892,0.02521752693570556,0.01428443791565021,0.007063733035211641,0.0016238466747612967,0.0018042740830681075,0.002328095591055623,0.0008730358466458585,0.014176325922132442
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.845038771644046e-09,7.793385028858728e-08,6.754267025010897e-06,2.7276847601005548e-05,4.156472015391321e-05,0.0003723506180454725,0.0004700771922168757,0.0002474090485351977,0.000824696828450659,0.009071665112957249,0.00249908129833533,0.04581649046948106,0.06023426719064643,0.03844740458977431,0.18308287899892534,0.04577071974973133,0.017949301862639735,0.1076958111758384,0.2141320222209653,0.02099333551185934,0.0679784197526874,0.054528144186647635,0.037932622042885306,0.01317104932044629,0.03582525415161391,0.021073678912714063,0.010807014827032856,0.002573098768341155,0.00295758479119673,0.003943446388262307,0.0015264953761015385,0.012972397713108598
